SIRET,NIC_ministere,SIREN,Code_CJ3,Raison_sociale,Nom,Prenom,Enseigne,Nom_commercial,Sigle,Code_Etat,Date_de_l_etat,Code_NAF2_10,Code_NAF2_38,Code_activite,Date_debut_activite,Ancien_code_APE,Code_Qualite_siege,NIC_du_siege,Code_UT_du_siege,Siege_et_region,Siege_et_departement,Code_tutelle,Tranche_eff__INSEE,Annee_tranche_eff_,Dernier_eff__physique,Date_der_eff_physique,Source_dernier_eff_phy,Eff_Physique_extrait,Date_Eff_phy_extrait,Source_Eff_phy_extrait,Dernier_effectif_ETP,Date_der_eff_ETP,Source_dernier_eff_ETP,Code_Employeur,Date_employeur,Date_de_creation,Code_Modalite_activ_,Code_Car__saisonnier,Code_Car__auxiliaire,Code_Marchand,Code_Accepte_refuse,Code_Region,Code_Departement,Code_UT,Code_Section,Date_Debut_section,Code_rivoli_de_la_voie,Numero_dans_la_voie,Code_Indice_repetition,Code_Type_de_voie,Libelle_voie,Complement_adresse,Code_postal,Code_commune,Libelle_commune,Annee_IDCC,Codes_IDCC
32247439600023,0,322474396,10XX,,FLORES,RENE,,,,3,30/09/2012,7,L,6820B,,453E,2,00023,30,RR,DD,1,03,31/12/2009,0,30/09/2012,217,,,,,,,N,,16/11/1987,S,P,N,MARCH,1,76,30,30,30U01,05/09/2014,30307-00000439556,35,,RUE,LOUIS GOURDOUZE,L IMPOSTAIRE,30110,30307,LES SALLES DU GARDON,2009,2
32248173000032,0,322481730,10XX,,FERTE,MARIE,,,,1,25/08/2008,9,QA,8623Z,,851E,2,00032,30,RR,DD,1,01,31/12/2012,1,31/12/2012,230,,,,,,,O,,25/08/2008,S,,N,MARCH,1,76,30,30,30U01,05/09/2014,300072585,1655,,CHE,DE TRESPEAUX,,30100,30007,ALES,2014,1
32268664300014,0,322686643,5499,INTEMPORELLE,,,,,,1,20/08/1981,4,G,4775Z,05/01/2008,523E,2,00014,34,RR,DD,1,01,31/12/2012,1,31/12/2012,230,,,,,,,O,,20/08/1981,S,P,N,MARCH,1,76,34,34,34U03,05/09/2014,341720125,41,,RUE,DE L AIGUILLERIE,,34000,34172,MONTPELLIER,2014,3
32270613600395,0,322706136,5710,BELAMBRA CLUBS,,,,,,1,01/01/2009,4,I,5520Z,,552E,6,00767,92,11,92,1,02,31/12/2012,3,31/12/2012,230,,,,,,,O,,01/01/2009,S,P,N,MARCH,1,76,11,11,11U01,06/09/2014,11170B111,,,,LES AYGUADES,BELAMBRA CLUBS,11430,11170,GRUISSAN,2014,1
32285459700026,0,322854597,10XX,,PARAMELLE,DIDIER,,,,1,01/01/1988,3,F,4399C,05/01/2008,452V,2,00026,46,RR,DD,1,02,31/12/2012,5,31/12/2012,230,,,,,,,O,01/01/2004,01/01/1988,S,P,N,MARCH,1,76,46,46,46U01,11/11/2014,46015-00000732479,,,,LE MAS PERIE,,46270,46015,BAGNAC SUR CELE,2014,1
32293198100011,0,322931981,10XX,,CAYRE,JEAN PIERRE,,,,3,31/12/2015,9,QA,8690E,05/01/2008,851G,2,00011,31,RR,DD,1,00,31/12/2009,0,31/12/2015,217,,,,,,,N,,12/10/1981,S,P,N,MARCH,1,76,31,31,31U04,07/11/2014,315553104,80,,AV,DES ETATS UNIS,,31200,31555,TOULOUSE,2009,9
32298676100045,0,322986761,10XX,,ARQUIER,CLAUDE,,,,1,01/01/2009,9,QA,8623Z,,851E,2,00045,31,RR,DD,1,00,31/12/2010,0,31/12/2010,230,,,,,,,N,,01/01/2009,S,,N,MARCH,1,76,31,31,31U05,07/11/2014,315550124,136,,RTE,D ALBI,,31200,31555,TOULOUSE,2010,1
32317133000034,0,323171330,10XX,,MARINI,MICHEL,,,,1,02/11/1992,9,QA,8621Z,05/01/2008,851C,2,00034,81,RR,DD,1,00,31/12/2012,1,31/12/2012,230,,,,,,,O,,02/11/1992,S,P,N,MARCH,1,76,81,81,81U01,,811400320,5,,AV,DE LA GARE,,81500,81140,LAVAUR,2014,1
32320362000030,0,323203620,10XX,,RAITZ,FABRICE,ARTISAN PEINTRE FABRICE RAITZ,ARTISAN PEINTRE FABRICE RAITZ,,1,06/02/1998,3,F,4334Z,05/01/2008,454J,2,00030,66,RR,DD,1,01,31/12/2012,1,31/12/2012,230,,,,,,,O,,06/02/1998,S,P,N,MARCH,1,76,66,66,66U01,09/09/2014,66214-00001036055,3,,RUE,DE LA TRAMONTANE,ANGLE 34 AVENUE DE PASSA,66300,66214,TRESSERRE,2014,1
32327055300023,0,323270553,10XX,,ANDRIEU,CHRISTIAN,,,,1,13/01/1999,9,QA,8623Z,05/01/2008,851E,2,00023,30,RR,DD,1,01,31/12/2012,1,31/12/2012,230,,,,,,,O,01/01/2003,13/01/1999,S,P,N,MARCH,1,76,30,30,30U02,05/09/2014,301897740,2,,RUE,THEODORE AUBANEL,RES JEAN JAURES,30900,30189,NIMES,2014,1
32331544000038,0,323315440,5499,SOCIETE D ETUDE ET D EQUIPEMENT EN MATERIEL INDUSTRIEL,,,,,S.E.E.M.I,1,10/10/1994,2,CH,2420Z,05/01/2008,272C,2,00038,31,RR,DD,1,02,31/12/2012,5,31/12/2012,230,,,,,,,O,01/01/2004,10/10/1994,S,P,N,MARCH,1,76,31,31,31U02,07/11/2014,311571012,8,,RUE,ALFRED SAUVY,ZAC FRANCAZAL SUD,31270,31157,CUGNAUX,2014,1
32337449600079,0,323374496,5599,CAPADOC,,,,,,1,15/02/2012,2,CC,1721B,,212B,2,00079,31,RR,DD,1,12,31/12/2012,20,31/12/2012,230,,,,,,,O,,15/02/2012,S,,N,MARCH,1,76,31,31,31U03,07/11/2014,31395PR01,15,,RUE,DE MARCLAN,,31600,31395,,2014,0
32343085000012,0,323430850,10XX,,DE ROSSO,JEAN,,,,3,07/12/2009,3,F,4312A,05/01/2008,451A,7,00020,31,RR,DD,1,,,1,31/12/2009,241,,,,,,,N,,05/01/1982,S,P,N,MARCH,1,76,31,31,31U05,07/11/2014,315550656,13,,RUE,AUGUSTE RENOIR,,31200,31555,TOULOUSE,2009,9
32357973000017,0,323579730,10XX,,CHANEL,FRANCE,,,,3,31/12/2014,10,S,9529Z,05/01/2008,527H,2,00017,30,RR,DD,1,01,31/12/2012,0,31/12/2014,217,,,,,,,N,,11/01/1982,S,P,N,MARCH,1,76,30,30,30U01,05/09/2014,300070990,15,,RUE,FLORIAN,,30100,30007,ALES,2014,9
32364714900026,0,323647149,5499,SOC EDITION DIFFUS LE POUSOE,,,,SED LE POUSOE,,1,15/11/1983,5,JA,5811Z,05/01/2008,221A,2,00026,32,RR,DD,1,01,31/12/2012,1,31/12/2012,230,,,,,,,O,,15/11/1983,S,P,N,MARCH,1,76,32,32,32U01,08/11/2014,32398-00001535411,,,,_VOIE NON PRECISEE,,32400,32398,SAINT MONT,2014,9
32365407900025,0,323654079,10XX,,LOPEZ,SALVADOR,,,,1,31/12/2016,3,F,4322A,05/01/2008,453E,2,00025,66,RR,DD,1,01,31/12/2012,0,31/12/2016,217,,,,,,,N,,25/04/1986,S,P,N,MARCH,1,76,66,66,66U01,09/09/2014,660280244,14,,RUE,GILBERT BRUTUS,LOTISSEMENT LES PALMIERS,66330,66028,CABESTANY,2014,1
32384542000021,0,323845420,10XX,,DESCROIX,PATRICK,,,,1,11/02/2003,9,QA,8623Z,05/01/2008,851E,2,00021,31,RR,DD,1,01,31/12/2012,1,31/12/2012,230,,,,,,,O,,11/02/2003,S,P,N,MARCH,1,76,31,31,31U04,07/11/2014,311490156,2,,ALL,D OCCITANIE,,31770,31149,COLOMIERS,2014,1
32407607400057,0,324076074,5499,SUD AUTO SERVICES,,,,SUD CAMPING CARS,,1,16/07/2007,8,N,7711A,05/01/2008,711A,6,00040,34,RR,DD,1,01,31/12/2012,3,31/12/2012,230,,,,,,,O,,16/07/2007,S,P,N,MARCH,1,76,34,34,34U02,05/09/2014,341290164,,,RUE,MONTELS EGLISE,,34970,34129,LATTES,2014,1
32416211400023,0,324162114,10XX,,BAILLEUL,MARTINE,,TABAC PRESSE L'ESCAPADE,,1,28/04/2007,4,G,4762Z,05/01/2008,524R,2,00023,30,RR,DD,1,01,31/12/2012,1,31/12/2012,230,,,,,,,O,05/05/2009,28/04/2007,S,P,N,MARCH,1,76,30,30,30U02,05/09/2014,301896380,7,B,RUE,DU PLANAS,,30000,30189,NIMES,2014,1
32417600700031,0,324176007,10XX,,MARINE,JACQUES,,,,1,01/01/1999,9,QA,8622C,05/01/2008,851C,2,00031,81,RR,DD,1,01,31/12/2012,3,31/12/2012,230,,,,,,,O,01/01/2004,01/01/1999,S,P,N,MARCH,1,76,81,81,81U01,,811631150,47,,RUE,GALIBERT FERRET,,81200,81163,MAZAMET,2014,1
32422896400064,0,324228964,5499,DOLEXI,,,,,,3,30/06/2014,4,G,4669B,,518M,7,00072,73,84,73,1,,,0,30/06/2014,217,,,,,,,N,,21/08/2012,S,,N,MARCH,1,76,81,81,81U01,,81254-00001261206,,,,MOULENS,,81350,81254,SAINT JEAN DE MARCEL,2013,0
32459655000024,0,324596550,10XX,,SEDENO,MARIE,,,,3,02/05/2012,3,F,4299Z,05/01/2008,452P,2,00024,34,RR,DD,1,01,31/12/2010,0,02/05/2012,217,,,,,,,N,02/05/2012,12/05/1999,S,P,N,MARCH,1,76,34,34,34U01,05/09/2014,34289-00000540945,7,,AV,DU GENERAL DE GAULLE,,34630,34289,SAINT THIBERY,2012,1
32471445000065,0,324714450,5499,DEL ASSOCIES,,,,,,1,03/09/2008,8,MA,6920Z,,741C,6,00057,19,75,19,1,01,31/12/2012,1,31/12/2012,230,,,,,,,O,,03/09/2008,S,P,N,MARCH,1,76,46,46,46U01,11/11/2014,46185-00002129381,,,,BARRY DE SOUILLAC,RUE DU,46600,46185,MARTEL,2014,0
32480221400035,0,324802214,5710,IMPRIMERIE FAUX,,,,GRAVURE 31,IF,1,01/03/1993,2,CC,1812Z,05/01/2008,222C,2,00035,31,RR,DD,1,02,31/12/2012,4,31/12/2012,230,,,,,,,O,01/01/2004,01/03/1993,S,P,N,MARCH,1,76,31,31,31U02,07/11/2014,314831330,3,,RUE,DU PRADET,,31800,31483,SAINT GAUDENS,2014,9
32495522800063,0,324955228,10XX,,WHITING,JOHN,,,,3,01/09/2013,3,F,4331Z,05/01/2008,454A,7,00071,66,RR,DD,1,01,31/12/2010,0,01/09/2013,217,,,,,,,N,01/09/2013,22/08/2003,S,P,N,MARCH,1,76,66,66,66U01,09/09/2014,660490400,56,,AV,DE LA GARE,,66400,66049,CERET,2011,1
32495819802277,0,324958198,5202,ALVEA,,,,,,1,02/01/2001,4,G,4671Z,05/01/2008,515A,6,01428,47,75,47,1,11,31/12/2012,15,31/12/2012,230,,,,22,31/12/2004,271,O,01/01/2004,02/01/2001,S,P,N,MARCH,1,76,65,65,65U01,11/11/2014,65226-00001018043,,,CHE,DE TRAVERSE,,65420,65226,IBOS,2014,1
32495819802921,0,324958198,5202,ALVEA,,,,,,3,31/12/2013,4,G,4671Z,05/01/2008,515A,6,01428,47,75,47,1,00,31/12/2012,0,31/12/2013,217,,,,,,,N,,03/01/2005,S,P,N,MARCH,1,76,81,81,81U01,,81124-00001254709,5,,RUE,GEORGES CLEMENCEAU,,81230,81124,LACAUNE,2011,1
32508898700038,0,325088987,9220,FEDER DEP FOYER RURAUX AVEYRON,,,,,,1,17/04/1997,10,S,9499Z,05/01/2008,913E,2,00038,12,RR,DD,1,01,31/12/2012,2,31/12/2012,230,,,,,,,O,01/01/2004,17/04/1997,S,P,N,MARCH,1,76,12,12,12U01,,121760127,2,,RUE,DES FAUVETTES,LES COSTES ROUGES,12850,12176,ONET LE CHATEAU,2014,1
32513970700039,0,325139707,5710,ETABLISSEMENTS VERMANDE,,,,,,1,24/11/2008,9,P,8559B,,804D,2,00039,46,RR,DD,1,01,31/12/2012,2,31/12/2012,230,,,,,,,O,,24/11/2008,S,,N,MARCH,1,76,46,46,46U01,11/11/2014,46176-00002147653,,,,LD MAS DE CHARLES,,46320,46176,LIVERNON,2014,2
32518223600019,0,325182236,10XX,,FERNANDEZ,JEAN LOUIS,,,,1,01/08/1982,2,CA,1071C,05/01/2008,158C,2,00019,82,RR,DD,1,01,31/12/2012,1,31/12/2012,230,,,,,,,O,,01/08/1982,S,P,N,MARCH,1,76,82,82,82U01,11/11/2014,82186-00001274597,76,,RUE,DE LA REPUBLIQUE,,82400,82186,VALENCE,2014,0
32533691500013,0,325336915,5499,JOFFRE DE TRAVAUX PUBLICS,,,,,JTP,1,03/08/1982,3,F,4299Z,05/01/2008,452P,2,00013,30,RR,DD,1,11,31/12/2012,17,31/12/2012,230,,,,,,,O,,03/08/1982,S,P,N,MARCH,1,76,30,30,30U01,05/09/2014,30320-00001496431,,,,_VOIE NON PRECISEE,,30580,30320,SEYNES,2014,1
32543040300023,0,325430403,10XX,,MUR,GUY,,,,3,30/11/2017,2,CA,1071D,05/01/2008,158D,6,00015,65,RR,DD,1,01,31/12/2012,0,30/11/2017,217,,,,,,,N,,01/10/1988,S,P,N,MARCH,1,76,65,65,65U01,11/11/2014,65452-00001021709,,,PL,DE L EGLISE,,65220,65452,TRIE SUR BAISE,2014,0
32553911200152,0,325539112,5710,WARGNIER DENIS,,,BOUTIQUE 64,BOUTIQUE 64,WD,3,31/03/2015,4,G,4771Z,,524C,6,00244,75,11,75,1,01,31/12/2012,0,31/03/2015,217,,,,,,,N,,01/01/2008,S,P,N,MARCH,1,76,81,81,81U01,,810040101,18,,RUE,ANDRE MALRAUX,,81000,81004,ALBI,2013,1
32563796500014,0,325637965,10XX,,NICOLAS,MARIE,,ANODOS,,1,26/10/1982,4,G,4775Z,05/01/2008,523E,2,00014,31,RR,DD,1,01,31/12/2012,2,31/12/2012,230,,,,,,,O,01/01/2004,26/10/1982,S,P,N,MARCH,1,76,31,31,31U01,07/11/2014,315558408,31,,RUE,DU TAUR,,31000,31555,TOULOUSE,2014,3
32576718400030,0,325767184,10XX,,MORIN,ANNE,,,,1,01/05/1983,9,QA,8690E,05/01/2008,851G,2,00030,31,RR,DD,1,,,1,10/11/2013,215,,,,,,,O,10/11/2013,01/05/1983,S,P,N,MARCH,1,76,31,31,31U05,07/11/2014,315551180,68,,RTE,DE BLAGNAC,,31200,31555,TOULOUSE,2014,9
32578394200064,0,325783942,5499,DIAMANTINE,,,,,,1,11/06/2012,6,K,6420Z,11/06/2012,741J,2,00064,34,,,1,,,1,11/06/2012,210,,,,,,,O,11/06/2012,11/06/2012,S,P,N,MARCH,1,76,34,34,34U01,05/09/2014,343010368,261,,IMP,DES CHABANETTES,,34200,34301,SETE,2013,9
32591930600010,0,325919306,9220,FOYER RURAL,,,,,,1,01/11/1982,10,S,9499Z,05/01/2008,913E,2,00010,31,RR,DD,1,01,31/12/2012,5,31/12/2012,230,,,,,,,O,01/01/2004,01/11/1982,S,P,N,MARCH,1,76,31,31,31U04,07/11/2014,312320215,28,,RUE,VICTOR HUGO,,31330,31232,GRENADE,2014,1
32593012100034,0,325930121,2210,MALZAC A & CARTAILLAC C,,,,,,1,01/01/2002,2,CC,1623Z,,361G,2,00034,12,RR,DD,1,02,31/12/2012,3,31/12/2012,230,,,,,,,O,01/01/2004,01/01/2002,S,P,N,MARCH,1,76,12,12,12U01,,12084-00000132415,,,RUE,ANDRE DUPONT,ZI DE RAUJOLLES,12100,12084,CREISSELS,2014,1
32601977500930,0,326019775,5720,DU PAREIL AU MEME,,,,DU PAREIL AU MEME,DPAM,1,21/04/1997,4,G,4771Z,05/01/2008,524C,3,02845,93,11,93,1,03,31/12/2012,9,31/12/2012,230,,,,,,,O,01/01/2004,21/04/1997,S,P,N,MARCH,1,76,34,34,34U02,05/09/2014,341723000,19,,GR,JEAN MOULIN,,34000,34172,MONTPELLIER,2014,0
32604456700021,0,326044567,10XX,,VALLOIS,DOMINIQUE,,,,1,30/06/2004,9,QA,8621Z,05/01/2008,851C,2,00021,46,RR,DD,1,01,31/12/2012,2,31/12/2012,230,,,,,,,O,,30/06/2004,S,P,N,MARCH,1,76,46,46,46U01,11/11/2014,46225-00000739370,1,,AV,DU COLONEL PARDES,,46220,46225,PRAYSSAC,2014,1
32611517700015,0,326115177,5499,SARL DES ETABLISSEMENTS GAZAL,,,,,,1,01/01/1983,4,G,4511Z,05/01/2008,501Z,2,00015,12,RR,DD,1,02,31/12/2012,4,31/12/2012,230,,,,,,,O,01/01/2004,01/01/1983,S,P,N,MARCH,1,76,12,12,12U01,,120520381,,,RUE,FRANCOIS MITTERRAND,,12700,12052,CAPDENAC GARE,2014,1
32613144800028,0,326131448,10XX,,BESSAC,FRANCOIS,,,,3,31/12/2016,8,MC,7311Z,05/01/2008,744B,2,00028,12,RR,DD,1,00,31/12/2010,0,31/12/2016,217,,,,,,,N,,01/03/1991,S,P,N,MARCH,1,76,12,12,12U01,,12257-00000141971,,,,ZA SERIGNAC,,12700,12257,CAUSSE ET DIEGE,2013,0
32613471500027,0,326134715,5710,BLANCHISSERIE CROIX DAURADE,,,,,,3,30/11/2010,10,S,9601A,05/01/2008,930A,6,00035,92,11,92,1,12,31/12/2009,32,31/12/2010,241,,,,,,,N,,01/07/1990,S,P,N,MARCH,1,76,31,31,31U05,07/11/2014,31410-00000459054,,,RTE,DE GRATENTOUR,4ZONE ARTISANALE LE GRAN,31140,31410,PECHBONNIEU,2010,2
32616279900026,0,326162799,10XX,,PUECHMAILLE,JEANNIE PAULETTE,,CAFE ANGLES,,1,01/07/1994,4,I,5630Z,05/01/2008,554B,2,00026,12,RR,DD,1,00,31/12/2012,1,31/12/2012,230,,,,,,,O,,01/07/1994,S,P,N,MARCH,1,76,12,12,12U01,,,,,,,,12120,12057,CASSAGNES BEGONHES,2014,1
32623711200015,0,326237112,10XX,,RORA,JEAN MARC,,TRANSIT,,3,01/09/2015,4,G,4771Z,05/01/2008,524C,2,00015,30,RR,DD,1,00,31/12/2012,0,01/09/2015,217,,,,,,,N,01/09/2015,03/01/1983,S,P,N,MARCH,1,76,30,30,30U02,05/09/2014,301891700,11,,RUE,DU CHAPITRE,,30000,30189,NIMES,2014,1
32624105600018,0,326241056,9220,FEPG FOYER EDUCATION POPUL GRA,,,,FEPG,,1,22/12/1982,10,S,9499Z,05/01/2008,913E,2,00018,11,RR,DD,1,11,31/12/2010,1,27/02/2011,215,,,,,,,O,,22/12/1982,S,P,N,NMPRI,1,76,11,11,11U01,06/09/2014,110693179,,,RUE,DU MOULIN DE LA SEIGNE,,11000,11069,CARCASSONNE,2014,1
32626770500027,0,326267705,10XX,,SIERRA COBO,FRANCISCO,,,,3,31/08/2017,4,G,4520A,05/01/2008,502Z,2,00027,65,RR,DD,1,01,31/12/2012,0,31/08/2017,217,,,,,,,N,,03/03/1999,S,P,N,MARCH,1,76,65,65,65U01,11/11/2014,654401035,20,B,RUE,DOCTEUR JEAN LANSAC,,65000,65440,TARBES,2014,1
32669685300026,0,326696853,10XX,,BUREAU,MICHEL,,,,3,31/03/2012,3,F,4334Z,05/01/2008,454J,2,00026,34,RR,DD,1,00,31/12/2012,1,31/12/2012,230,,,,,,,N,,29/09/2003,S,P,N,MARCH,1,76,34,34,34U01,05/09/2014,34031-00000518667,5,,IMP,DES LAIRANS,,34550,34031,BESSAN,2012,1
32669849500024,0,326698495,5499,ENTREPRISE VILLENEUVE,,,,,,1,22/10/1984,3,F,4399C,04/02/2008,452B,2,00024,34,RR,DD,1,12,31/12/2012,20,31/12/2012,230,,,,,,,O,,22/10/1984,S,P,N,MARCH,1,76,34,34,34U02,05/09/2014,341724750,42,,BD,RABELAIS,,34000,34172,,2014,1
32670555500018,0,326705555,10XX,,LAC,MICHEL,,,,3,30/04/2010,3,F,4399C,05/01/2008,452V,2,00018,46,RR,DD,1,,,0,30/04/2010,217,,,,,,,N,,01/03/1983,S,P,N,MARCH,1,76,46,46,46U01,11/11/2014,46015-00000732438,,,,LARIVE,,46270,46015,BAGNAC SUR CELE,2009,1
32684133500036,0,326841335,5499,SARL JEAN ALAIN COIFFURE,,,,,,3,31/08/2016,10,S,9602A,05/01/2008,930D,2,00036,11,RR,DD,1,00,31/12/2012,0,10/11/2016,217,,,,,,,N,,01/02/1991,S,P,N,MARCH,1,76,11,11,11U01,06/09/2014,110693570,9,,RUE,PINEL,,11000,11069,CARCASSONNE,2014,2
32686717300022,0,326867173,10XX,,SALVAING,BERNARD,,,,1,01/12/2007,9,QA,8621Z,05/01/2008,851C,2,00022,34,RR,DD,1,01,31/12/2012,3,31/12/2012,230,,,,,,,O,,01/12/2007,S,,N,MARCH,1,76,34,34,34U01,05/09/2014,340322643,9,,RUE,DU DOCTEUR FLEMING,RESIDENCE EDEN PARK,34500,34032,BEZIERS,2014,1
32690489300046,0,326904893,10XX,,VIENNE,PIERRE MARIE,,,,1,01/04/1996,9,QA,8621Z,05/01/2008,851C,2,00046,65,RR,DD,1,00,31/12/2012,1,31/12/2012,230,,,,,,,O,,01/04/1996,S,P,N,MARCH,1,76,65,65,65U01,11/11/2014,654401340,18,,RUE,DU FOULON,,65000,65440,TARBES,2014,9
32697859000015,0,326978590,5202,SNC WOLFF BAUX BERTHEZ,,,,,,1,10/03/1983,4,G,4773Z,05/01/2008,523A,2,00015,34,RR,DD,1,02,31/12/2012,6,31/12/2012,230,,,,,,,O,01/01/2004,10/03/1983,S,P,N,MARCH,1,76,34,34,34U01,05/09/2014,34207-00000533981,,,AV,DE MEZE,,34810,34207,POMEROLS,2014,1
32700617700015,0,327006177,10XX,,BLOT,DENIS LAURENT,,,,3,15/10/2010,4,G,4722Z,05/01/2008,522C,2,00031,11,RR,DD,1,00,31/12/2010,0,31/12/2010,230,,,,,,,N,,01/04/1983,S,P,N,MARCH,1,76,11,11,11U01,07/11/2014,112623555,23,,BD,DE LA MEDITERRANEE PLAGE,NARBONNE-PLAGE,11100,11262,NARBONNE,2010,0
32701457700032,0,327014577,5710,COMPAGNIE FIDUCIAIRE POUR LE COMMERCE ET L'INDUSTRIE DU SUD OUEST,,,,,CFCISO,3,22/02/2013,8,MA,6920Z,05/01/2008,741C,7,00081,64,75,64,1,02,31/12/2012,0,20/05/2015,217,,,,,,,N,,01/07/1984,S,P,N,MARCH,1,76,65,65,65U01,11/11/2014,654402274,19,,BD,MAL DE LATTRE DE TASSIGN,,65000,65440,TARBES,2012,0
32709327400022,0,327093274,10XX,,MAZANA,LAURENT,,,,1,22/07/2003,3,F,4399C,05/01/2008,452V,2,00022,82,RR,DD,1,02,31/12/2012,3,31/12/2012,230,,,,,,,O,,22/07/2003,S,P,N,MARCH,1,76,82,82,82U01,11/11/2014,82062-00001267752,28,,RUE,DES PAYSSOTS,,82700,82062,FINHAN,2014,1
32712587800097,0,327125878,5710,ALLOPNEUS,,,,,,1,01/07/2013,4,H,5210B,01/07/2013,631E,6,00105,13,93,13,1,,,1,27/01/2014,215,,,,,,,O,,01/07/2013,S,P,A,MARCH,1,76,34,34,34U03,05/09/2014,34146-00000527572,370,,CHE,DES FOURNELS,,34400,34146,LUNEL VIEL,2014,1
32722560300023,0,327225603,10XX,,MERLE,PIERRE HENRI,,,,1,12/04/2013,9,QA,8621Z,12/04/2013,851C,2,00023,48,,,1,,,1,08/02/2015,215,,,,,,,O,08/02/2015,12/04/2013,S,,N,MARCH,1,76,48,48,48U01,06/09/2014,48080-00002766982,,,,MAISON DE   SANTE DU HAU,LA TUILERIE,48300,48080,LANGOGNE,2014,1
32724922300022,0,327249223,10XX,,CONTIE,MICHEL PAUL,CONTIE AUTOMOBILES,GARAGE LA BERGERIE,,1,12/07/2012,4,G,4520A,12/07/2012,502Z,2,00022,66,,,1,,,2,12/07/2012,210,,,,,,,O,,12/07/2012,S,,N,MARCH,1,76,66,66,66U01,09/09/2014,66049PR20,10,,RUE,DU BARBET,,66400,66049,CERET,2014,1
32725685500039,0,327256855,5710,SOCIETE FAREOU,,,,,,1,05/01/1989,4,G,4639A,,513W,2,00039,65,RR,DD,1,11,31/12/2012,11,31/12/2012,230,,,,,,,O,,05/01/1989,S,P,N,MARCH,1,76,65,65,65U01,11/11/2014,652860760,6,A,AV,FRANCIS LAGARDERE,,65100,65286,LOURDES,2014,0
32735998000981,0,327359980,5710,FEU VERT,,,,FEU VERT,,1,01/01/2000,4,G,4532Z,05/01/2008,502Z,3,01799,69,84,69,1,12,31/12/2012,26,31/12/2012,230,,,,,,,O,01/01/2004,,S,P,N,MARCH,1,76,31,31,31U04,07/11/2014,31182-00000450364,,,RTE,DE PARIS/RN 20/,CC TLSE NORD-ZI STJORY,31150,31182,FENOUILLET,2014,1
32739061300021,0,327390613,10XX,,DUBORD,GUY GILBERT,,ESPACE D COIFFURE,,3,03/11/2014,10,S,9602A,05/01/2008,930D,2,00021,31,RR,DD,1,01,31/12/2012,0,03/11/2014,217,,,,,,,N,03/11/2014,23/08/1988,S,P,N,MARCH,1,76,31,31,31U05,07/11/2014,315554652,105,,AV,JEAN RIEUX,105-107 AV JEAN RIEUX,31500,31555,TOULOUSE,2014,2
32760287600044,0,327602876,9220,LA BOITE A DIRE,,,,,,1,01/01/1997,10,R,9001Z,05/01/2008,923A,2,00044,32,RR,DD,1,00,31/12/2012,0,31/12/2012,230,,,,,,,N,,01/01/1997,S,P,N,NMPRI,1,76,32,32,32U01,08/11/2014,320130320,,,RUE,BARBES,CENTRE ST PIERRE,32000,32013,AUCH,2014,1
32760292600021,0,327602926,5499,ETS HERNANDEZ,,,,,,3,31/03/2013,3,F,4399C,05/01/2008,452V,2,00021,31,RR,DD,1,02,31/12/2012,0,12/12/2017,217,,,,,,,N,,30/09/1992,S,P,N,MARCH,1,76,31,31,31U04,07/11/2014,31490-00000462254,9,,CHE,LADOUX,,31790,31490,SAINT JORY,2013,1
32762957200022,0,327629572,5710,LES SILOS DU SUD,,,,,,1,02/07/1984,4,H,5210B,05/01/2008,631E,2,00022,11,RR,DD,1,11,31/12/2012,16,31/12/2012,230,,,,,,,O,,02/07/1984,S,P,N,MARCH,1,76,11,11,11U01,06/09/2014,11266-00000122114,876,,AV,ADOLPHE TURREL,ZONE PORTUAIRE,11210,11266,PORT LA NOUVELLE,2014,1
32773581700063,0,327735817,10XX,,CHELVI,JORGE,,,,3,31/05/2013,4,G,4761Z,05/01/2008,524R,2,00071,30,RR,DD,1,00,31/12/2012,0,31/05/2013,217,,,,,,,N,,01/04/2007,S,P,N,MARCH,1,76,30,30,30U02,05/09/2014,301896350,1,,PL,DE LA PLACETTE,,30900,30189,NIMES,2013,1
32774278900024,0,327742789,5499,DESSAULT SUB,,,,,,3,12/11/2009,2,CG,2219Z,,364Z,2,00024,34,RR,DD,1,,,0,28/10/2016,217,,,,,,,N,,01/07/1983,S,P,N,MARCH,1,76,34,34,34U03,05/09/2014,341540338,445,,RUE,HELENE BOUCHER,ESPACE COMMERCIAL FREJOR,34130,34154,MAUGUIO,2009,9
32775661500032,0,327756615,5499,SOC EXPLOIT MEUBLES ROUANET,,,ROUANET BARTHELEMY,,,1,02/01/2013,4,G,4759A,02/01/2013,524H,2,00032,81,,,1,,,1,19/09/2014,215,,,,,,,O,02/01/2013,02/01/2013,S,P,N,MARCH,1,76,81,81,81U01,,810653025,15,,BD,PIERRE MENDES FRANCE,,81100,81065,CASTRES,2014,1
32784354600547,0,327843546,5710,CABINET BEDIN,,,,,CBI,3,31/03/2012,7,L,6831Z,,703A,6,00034,33,75,33,1,00,31/12/2009,0,31/03/2012,217,,,,,,,N,,24/12/2007,S,P,N,MARCH,1,76,31,31,31U02,07/11/2014,31135-00000448448,7,,PL,DE L'HOTEL DE VILLE,,31220,31135,CAZERES,2009,1
